,Rate - Valid from,Rate - Valid to,Origin Port (name),Origin Port (code),Destination Port (name),Destination Port (code),Customer,Carrier,Contract Number,Commodity,THC USED,"BAS, Currency","BAS, 20DC","BAS, 40DC","BAS, 40HC","CFD, Currency","CFD, 20DC","CFD, 40DC","CFD, 40HC","CFO, Currency","CFO, 20DC","CFO, 40DC","CFO, 40HC","DHC, Currency","DHC, 20DC","DHC, 40DC","DHC, 40HC","ERS, Currency","ERS, 20DC","ERS, 40DC","ERS, 40HC","EXP, Currency","EXP, 20DC","EXP, 40DC","EXP, 40HC","IMP, Currency","IMP, 20DC","IMP, 40DC","IMP, 40HC","LSS, Currency","LSS, 20DC","LSS, 40DC","LSS, 40HC","OHC, Currency","OHC, 20DC","OHC, 40DC","OHC, 40HC","PSS, Currency","PSS, 20DC","PSS, 40DC","PSS, 40HC","RHI, Currency","RHI, 20DC","RHI, 40DC","RHI, 40HC","EBS, Currency","EBS, 20DC","EBS, 40DC","EBS, 40HC","PAE, Currency","PAE, 20DC","PAE, 40DC","PAE, 40HC","SBF, Currency","SBF, 20DC","SBF, 40DC","SBF, 40HC"
164,"Changzhou, China","Tuticorin, India","Changzhou, China",CNCZX,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,960,1040,1040,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
165,"Changzhou, China","Visakhapatnam, India","Changzhou, China",CNCZX,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,710,690,690,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
166,"Chongqing, China","Cochin, India","Chongqing, China",CNCQI,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,950,1320,1320,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
167,"Chongqing, China","Colombo, Sri Lanka","Chongqing, China",CNCQI,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,950,1320,1320,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
168,"Chongqing, China","Ennore Chennai, India","Chongqing, China",CNCQI,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,950,1170,1170,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
169,"Chongqing, China","Haldia Port, India","Chongqing, China",CNCQI,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1600,2070,2070,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
170,"Chongqing, China","Kolkata, India","Chongqing, China",CNCQI,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1600,2070,2070,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
171,"Chongqing, China","Krishnapatnam, India","Chongqing, China",CNCQI,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1000,1270,1270,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
172,"Chongqing, China","Male, Maldives","Chongqing, China",CNCQI,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1940,3100,3100,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
173,"Chongqing, China","Mangalore, India","Chongqing, China",CNCQI,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1075,1545,1545,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
174,"Chongqing, China","Marmagao, India","Chongqing, China",CNCQI,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1283,1860,1860,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
175,"Chongqing, China","Tuticorin, India","Chongqing, China",CNCQI,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1200,1520,1520,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
176,"Chongqing, China","Visakhapatnam, India","Chongqing, China",CNCQI,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,950,1170,1170,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
177,"Da Nang, Vietnam","Cochin, India","Da Nang, Vietnam",VNDAD,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,825,1350,1350,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
178,"Da Nang, Vietnam","Colombo, Sri Lanka","Da Nang, Vietnam",VNDAD,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,825,1350,1350,USD,,,,USD,,,,USD,,,,USD,,,,VND,170000,170000,170000,USD,,,,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
179,"Da Nang, Vietnam","Ennore Chennai, India","Da Nang, Vietnam",VNDAD,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,850,850,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
180,"Da Nang, Vietnam","Haldia Port, India","Da Nang, Vietnam",VNDAD,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1125,1850,1850,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
181,"Da Nang, Vietnam","Kolkata, India","Da Nang, Vietnam",VNDAD,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1125,1850,1850,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
182,"Da Nang, Vietnam","Krishnapatnam, India","Da Nang, Vietnam",VNDAD,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,600,950,950,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
183,"Da Nang, Vietnam","Male, Maldives","Da Nang, Vietnam",VNDAD,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1675,3050,3050,USD,,,,USD,,,,,,,,USD,,,,VND,170000,170000,170000,USD,100,200,200,,,,,VND,2400000,3800000,3800000,USD,,,,USD,125,250,250,USD,,,,,,,,,,,
184,"Da Nang, Vietnam","Mangalore, India","Da Nang, Vietnam",VNDAD,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,950,1575,1575,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
185,"Da Nang, Vietnam","Marmagao, India","Da Nang, Vietnam",VNDAD,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1158,1890,1890,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
186,"Da Nang, Vietnam","Tuticorin, India","Da Nang, Vietnam",VNDAD,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,825,1350,1350,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
187,"Da Nang, Vietnam","Visakhapatnam, India","Da Nang, Vietnam",VNDAD,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,850,850,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,VND,170000,170000,170000,INR,1600,2600,2600,,,,,VND,2400000,3800000,3800000,USD,,,,,,,,USD,,,,,,,,,,,
188,"Dafeng, China","Cochin, India","Dafeng, China",CNDFG,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,890,890,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
189,"Dafeng, China","Colombo, Sri Lanka","Dafeng, China",CNDFG,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,750,890,890,USD,,,,USD,,,,USD,,,,USD,,,,,,,,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
190,"Dafeng, China","Ennore Chennai, India","Dafeng, China",CNDFG,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,740,740,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
191,"Dafeng, China","Haldia Port, India","Dafeng, China",CNDFG,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1400,1640,1640,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
192,"Dafeng, China","Kolkata, India","Dafeng, China",CNDFG,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1400,1640,1640,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
193,"Dafeng, China","Krishnapatnam, India","Dafeng, China",CNDFG,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,840,840,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
194,"Dafeng, China","Male, Maldives","Dafeng, China",CNDFG,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1740,2670,2670,USD,,,,USD,,,,,,,,USD,,,,,,,,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
195,"Dafeng, China","Mangalore, India","Dafeng, China",CNDFG,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,875,1115,1115,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
196,"Dafeng, China","Marmagao, India","Dafeng, China",CNDFG,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1083,1430,1430,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
197,"Dafeng, China","Tuticorin, India","Dafeng, China",CNDFG,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1000,1090,1090,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
198,"Dafeng, China","Visakhapatnam, India","Dafeng, China",CNDFG,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,740,740,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,,,,,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
199,"Dalian, China","Cochin, India","Dalian, China",CNDAL,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,625,650,650,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
200,"Dalian, China","Colombo, Sri Lanka","Dalian, China",CNDAL,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,625,650,650,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
201,"Dalian, China","Ennore Chennai, India","Dalian, China",CNDAL,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,600,525,525,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
202,"Dalian, China","Haldia Port, India","Dalian, China",CNDAL,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1125,1350,1350,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
203,"Dalian, China","Kolkata, India","Dalian, China",CNDAL,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1125,1350,1350,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
204,"Dalian, China","Krishnapatnam, India","Dalian, China",CNDAL,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,650,625,625,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
205,"Dalian, China","Male, Maldives","Dalian, China",CNDAL,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1640,2580,2580,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
206,"Dalian, China","Mangalore, India","Dalian, China",CNDAL,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,875,875,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
207,"Dalian, China","Marmagao, India","Dalian, China",CNDAL,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,958,1190,1190,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
208,"Dalian, China","Tuticorin, India","Dalian, China",CNDAL,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,800,800,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
209,"Dalian, China","Visakhapatnam, India","Dalian, China",CNDAL,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,600,525,525,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
210,"Davao City, Philippines","Cochin, India","Davao City, Philippines",PHDVO,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
211,"Davao City, Philippines","Colombo, Sri Lanka","Davao City, Philippines",PHDVO,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,,,,USD,,,,USD,,,,USD,,,,USD,,,,USD,,,,USD,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
212,"Davao City, Philippines","Haldia Port, India","Davao City, Philippines",PHDVO,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
213,"Davao City, Philippines","Kolkata, India","Davao City, Philippines",PHDVO,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
214,"Davao City, Philippines","Krishnapatnam, India","Davao City, Philippines",PHDVO,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
215,"Davao City, Philippines","Mangalore, India","Davao City, Philippines",PHDVO,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
216,"Davao City, Philippines","Marmagao, India","Davao City, Philippines",PHDVO,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
217,"Davao City, Philippines","Tuticorin, India","Davao City, Philippines",PHDVO,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
218,"Davao City, Philippines","Visakhapatnam, India","Davao City, Philippines",PHDVO,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,,,,USD,,,,USD,,,,INR,,,,USD,,,,USD,,,,INR,,,,,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,,,,
219,"Doumen, China","Ennore Chennai, India","Doumen, China",CNDOU,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,625,685,685,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
220,"Doumen, China","Male, Maldives","Doumen, China",CNDOU,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1390,2440,2440,USD,,,,USD,,,,,,,,USD,,,,CNY,50,50,50,USD,100,200,200,USD,12,24,24,CNY,565,890,890,USD,,,,USD,125,250,250,,,,,,,,,,,,
221,"Fangcheng, China","Cochin, India","Fangcheng, China",CNFAN,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,760,960,960,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
222,"Fangcheng, China","Colombo, Sri Lanka","Fangcheng, China",CNFAN,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,760,960,960,USD,,,,USD,,,,USD,,,,USD,,,,CNY,50,50,50,USD,,,,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
223,"Fangcheng, China","Ennore Chennai, India","Fangcheng, China",CNFAN,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,735,835,835,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
224,"Fangcheng, China","Haldia Port, India","Fangcheng, China",CNFAN,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1360,1710,1710,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
225,"Fangcheng, China","Kolkata, India","Fangcheng, China",CNFAN,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1360,1710,1710,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
226,"Fangcheng, China","Krishnapatnam, India","Fangcheng, China",CNFAN,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,785,935,935,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
227,"Fangcheng, China","Male, Maldives","Fangcheng, China",CNFAN,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1500,2590,2590,USD,,,,USD,,,,,,,,USD,,,,CNY,50,50,50,USD,100,200,200,USD,12,24,24,CNY,565,890,890,USD,,,,USD,125,250,250,,,,,,,,,,,,
228,"Fangcheng, China","Mangalore, India","Fangcheng, China",CNFAN,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,885,1185,1185,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
229,"Fangcheng, China","Marmagao, India","Fangcheng, China",CNFAN,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1093,1500,1500,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
230,"Fangcheng, China","Tuticorin, India","Fangcheng, China",CNFAN,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1060,1210,1210,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
231,"Fangcheng, China","Visakhapatnam, India","Fangcheng, China",CNFAN,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,735,835,835,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
232,"Arkhangelsk, Russia","Cochin, India","Arkhangelsk, Russia",RUARH,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,796,1097,1097,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,,,,,INR,1600,2600,2600,,,,,USD,250,300,300,USD,,,,,,,,USD,,,,,,,,,,,
233,"Arkhangelsk, Russia","Colombo, Sri Lanka","Arkhangelsk, Russia",RUARH,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,796,1097,1097,USD,,,,USD,,,,USD,,,,USD,,,,,,,,USD,,,,,,,,USD,250,300,300,USD,,,,,,,,USD,,,,,,,,,,,
234,"Arkhangelsk, Russia","Ennore Chennai, India","Arkhangelsk, Russia",RUARH,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,471,597,597,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,,,,,INR,1600,2600,2600,,,,,USD,250,300,300,USD,,,,,,,,USD,,,,,,,,,,,
